Employee_ID,Department_ID,Role_ID,Education_ID,Age,Job_Tenure,Distance_From_Home,Training_Hours,Performance_Rating,Last_Promotion_Year,Years_Since_Promotion,Work_Life_Balance,Job_Satisfaction,Exit_Interview_Score,Attrition_Risk_Score,Attrition_Flag,Salary_Band,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Risk_Segment,Performance_Category,Satisfaction_Category,WLB_Category,Exit_Score_Category,Gender_Clean,Marital_Status
750,6,1,1,29,20,15,175,4,2018,6,4,5,,1.53,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Female,Divorced
751,6,5,3,44,17,21,108,1,2011,13,2,5,,2.992,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Very High,Poor,N/A (Still Employed),Male,Married
752,6,4,3,57,9,18,94,2,2010,14,2,4,,3.136,0,Band 2 – Mid-Low,6–10 yrs,55+,Medium (11–25 km),12+ yrs,High Risk,Below Average,High,Poor,N/A (Still Employed),Female,Married
753,1,2,1,52,16,14,157,3,2015,9,1,5,4.0,2.628,1,Band 4 – High,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,Medium Risk,Average,Very High,Very Poor,Low Dissatisfaction,Male,Divorced
754,4,3,3,59,16,38,161,2,2024,0,4,2,,2.576,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Medium Risk,Below Average,Low,Good,N/A (Still Employed),Male,Married
755,5,3,2,58,11,41,164,5,2016,8,3,3,,2.332,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),6–8 yrs,Low Risk,Outstanding,Neutral,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
756,6,4,1,48,20,49,80,4,2021,3,1,3,,2.798,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Medium Risk,Good,Neutral,Very Poor,N/A (Still Employed),Male,Married
757,2,2,3,56,14,26,198,4,2019,5,4,2,,2.402,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),3–5 yrs,Medium Risk,Good,Low,Good,N/A (Still Employed),Female,Married
758,3,4,1,40,11,10,167,1,2017,7,3,4,,2.72,0,Band 2 – Mid-Low,11–20 yrs,36–45,Near (≤10 km),6–8 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Single
759,3,2,1,49,12,29,181,5,2014,10,5,2,4.0,2.208,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Low Risk,Outstanding,Low,Excellent,Low Dissatisfaction,Female,Divorced
760,2,1,2,22,11,15,131,5,2011,13,2,3,,2.78,0,Band 3 – Mid-High,11–20 yrs,18–25,Medium (11–25 km),12+ yrs,Medium Risk,Outstanding,Neutral,Poor,N/A (Still Employed),Female,Married
761,2,2,3,55,11,47,63,2,2013,11,2,4,,3.044,0,Band 2 – Mid-Low,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,High Risk,Below Average,High,Poor,N/A (Still Employed),Female,Divorced
762,2,2,3,28,8,47,53,5,2024,0,1,4,,2.144,0,Band 3 – Mid-High,6–10 yrs,26–35,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,High,Very Poor,N/A (Still Employed),Male,Divorced
763,4,3,3,23,12,28,10,4,2012,12,2,4,,2.656,0,Band 3 – Mid-High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Medium Risk,Good,High,Poor,N/A (Still Employed),Female,Single
764,3,5,3,46,13,24,69,4,2023,1,2,4,,2.098,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,Low Risk,Good,High,Poor,N/A (Still Employed),Female,Married
765,4,6,2,31,13,10,65,3,2018,6,3,1,,3.17,0,Band 3 – Mid-High,11–20 yrs,26–35,Near (≤10 km),6–8 yrs,High Risk,Average,Very Low,Fair,N/A (Still Employed),Female,Divorced
766,6,6,3,25,20,31,33,3,2013,11,5,4,,2.062,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Female,Married
767,3,3,1,25,2,6,167,4,2014,10,3,1,,3.162,0,Band 1 – Low,0–2 yrs,18–25,Near (≤10 km),9–12 yrs,High Risk,Good,Very Low,Fair,N/A (Still Employed),Male,Divorced
768,2,1,2,34,12,32,47,2,2021,3,3,4,,2.364,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Medium Risk,Below Average,High,Fair,N/A (Still Employed),Male,Divorced
769,4,4,3,39,11,12,46,1,2018,6,5,1,4.0,3.074,1,Band 2 – Mid-Low,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,High Risk,Needs Improvement,Very Low,Excellent,Low Dissatisfaction,Male,Divorced
770,1,3,3,32,4,30,52,3,2013,11,4,3,5.0,2.61,1,Band 1 – Low,3–5 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Average,Neutral,Good,Low Dissatisfaction,Female,Divorced
771,3,4,2,40,1,12,131,3,2011,13,1,5,,2.824,0,Band 1 – Low,0–2 yrs,36–45,Medium (11–25 km),12+ yrs,Medium Risk,Average,Very High,Very Poor,N/A (Still Employed),Female,Single
772,5,3,1,38,15,12,10,1,2015,9,3,4,,2.824,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),9–12 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Divorced
773,2,6,2,31,13,13,92,3,2021,3,5,5,,1.326,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Low Risk,Average,Very High,Excellent,N/A (Still Employed),Male,Divorced
774,2,5,1,25,5,37,29,5,2023,1,2,4,4.0,1.924,0,Band 2 – Mid-Low,3–5 yrs,18–25,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,High,Poor,Low Dissatisfaction,Male,Single
775,6,5,2,40,1,32,23,2,2022,2,5,3,,2.114,0,Band 1 – Low,0–2 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Below Average,Neutral,Excellent,N/A (Still Employed),Female,Married
776,4,3,3,35,20,47,45,2,2012,12,2,4,,3.094,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Below Average,High,Poor,N/A (Still Employed),Male,Single
777,6,3,3,56,4,12,140,1,2010,14,3,3,,3.374,0,Band 1 – Low,3–5 yrs,55+,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Neutral,Fair,N/A (Still Employed),Female,Divorced
778,1,6,3,24,17,42,122,1,2013,11,2,1,2.0,4.134,0,Band 3 – Mid-High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Very Low,Poor,High Dissatisfaction,Female,Divorced
779,5,4,2,44,9,19,118,4,2021,3,2,5,5.0,1.888,1,Band 3 – Mid-High,6–10 yrs,36–45,Medium (11–25 km),3–5 yrs,Low Risk,Good,Very High,Poor,Low Dissatisfaction,Male,Divorced
780,1,4,3,50,8,2,180,1,2017,7,4,1,,3.354,0,Band 1 – Low,6–10 yrs,46–55,Near (≤10 km),6–8 yrs,High Risk,Needs Improvement,Very Low,Good,N/A (Still Employed),Male,Married
781,6,6,1,28,12,20,130,2,2020,4,2,2,,3.24,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,High Risk,Below Average,Low,Poor,N/A (Still Employed),Female,Single
782,3,1,2,57,15,11,93,1,2022,2,2,1,,3.622,0,Band 3 – Mid-High,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Non-Binary / Other,Single
783,3,1,1,36,20,12,87,2,2017,7,5,3,,2.324,0,Band 4 – High,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Low Risk,Below Average,Neutral,Excellent,N/A (Still Employed),Female,Single
784,6,3,3,57,16,26,138,4,2011,13,2,5,,2.402,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),12+ yrs,Medium Risk,Good,Very High,Poor,N/A (Still Employed),Male,Single
785,5,5,3,46,17,44,40,4,2010,14,3,5,,2.238,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Low Risk,Good,Very High,Fair,N/A (Still Employed),Female,Married
786,5,1,2,37,14,39,71,2,2017,7,5,5,2.0,1.778,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Low Risk,Below Average,Very High,Excellent,High Dissatisfaction,Male,Divorced
787,6,1,1,54,7,13,153,4,2023,1,4,2,,2.176,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Low Risk,Good,Low,Good,N/A (Still Employed),Female,Divorced
788,3,2,3,40,1,5,110,1,2010,14,5,3,,2.86,0,Band 1 – Low,0–2 yrs,36–45,Near (≤10 km),12+ yrs,Medium Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Male,Single
789,4,5,2,25,11,10,106,3,2014,10,4,1,,3.12,0,Band 3 – Mid-High,11–20 yrs,18–25,Near (≤10 km),9–12 yrs,High Risk,Average,Very Low,Good,N/A (Still Employed),Female,Single
790,5,4,3,46,1,5,108,2,2014,10,3,5,2.0,2.36,1,Band 1 – Low,0–2 yrs,46–55,Near (≤10 km),9–12 yrs,Medium Risk,Below Average,Very High,Fair,High Dissatisfaction,Male,Single
791,5,4,2,46,12,28,190,5,2019,5,2,1,,3.006,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Outstanding,Very Low,Poor,N/A (Still Employed),Non-Binary / Other,Divorced
792,6,6,3,48,2,16,131,5,2016,8,3,1,,2.882,0,Band 1 – Low,0–2 yrs,46–55,Medium (11–25 km),6–8 yrs,Medium Risk,Outstanding,Very Low,Fair,N/A (Still Employed),Male,Married
793,5,4,3,42,11,30,100,5,2014,10,4,3,,2.16,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Low Risk,Outstanding,Neutral,Good,N/A (Still Employed),Male,Divorced
794,2,2,1,57,15,42,89,3,2023,1,3,4,,2.084,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Low Risk,Average,High,Fair,N/A (Still Employed),Male,Married
795,4,3,2,25,8,26,143,3,2011,13,3,2,,3.252,0,Band 2 – Mid-Low,6–10 yrs,18–25,Far (26–50 km),12+ yrs,High Risk,Average,Low,Fair,N/A (Still Employed),Female,Married
796,6,3,2,22,20,7,91,4,2010,14,2,3,,3.014,0,Band 4 – High,11–20 yrs,18–25,Near (≤10 km),12+ yrs,High Risk,Good,Neutral,Poor,N/A (Still Employed),Female,Single
797,2,4,1,38,16,47,145,2,2014,10,3,5,,2.444,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Medium Risk,Below Average,Very High,Fair,N/A (Still Employed),Male,Single
798,2,5,2,34,13,34,30,5,2023,1,3,1,,2.568,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,Medium Risk,Outstanding,Very Low,Fair,N/A (Still Employed),Female,Divorced
799,6,2,2,50,20,9,164,1,2019,5,3,4,,2.618,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),3–5 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Single
800,6,4,2,36,3,47,64,2,2016,8,3,5,3.0,2.344,1,Band 1 – Low,3–5 yrs,36–45,Far (26–50 km),6–8 yrs,Low Risk,Below Average,Very High,Fair,Moderate Dissatisfaction,Male,Single
801,6,4,2,45,12,49,52,2,2017,7,4,5,,2.048,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Low Risk,Below Average,Very High,Good,N/A (Still Employed),Non-Binary / Other,Married
802,2,3,1,59,14,1,172,3,2010,14,3,2,,3.252,0,Band 3 – Mid-High,11–20 yrs,55+,Near (≤10 km),12+ yrs,High Risk,Average,Low,Fair,N/A (Still Employed),Male,Single
803,1,6,3,56,16,39,81,4,2023,1,4,5,,1.328,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Female,Married
804,6,5,2,60,4,7,192,4,2016,8,5,3,,1.964,0,Band 1 – Low,3–5 yrs,55+,Near (≤10 km),6–8 yrs,Low Risk,Good,Neutral,Excellent,N/A (Still Employed),Female,Single
805,6,2,1,34,13,25,46,5,2016,8,4,1,,2.65,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,Medium Risk,Outstanding,Very Low,Good,N/A (Still Employed),Male,Married
806,4,2,3,34,10,25,121,5,2017,7,4,2,,2.3,0,Band 3 – Mid-High,6–10 yrs,26–35,Medium (11–25 km),6–8 yrs,Low Risk,Outstanding,Low,Good,N/A (Still Employed),Male,Divorced
807,6,1,1,40,20,2,153,2,2010,14,1,1,5.0,4.254,1,Band 4 – High,11–20 yrs,36–45,Near (≤10 km),12+ yrs,High Risk,Below Average,Very Low,Very Poor,Low Dissatisfaction,Male,Married
808,5,5,3,50,7,8,123,4,2013,11,4,4,,2.066,0,Band 2 – Mid-Low,6–10 yrs,46–55,Near (≤10 km),9–12 yrs,Low Risk,Good,High,Good,N/A (Still Employed),Male,Divorced
809,5,3,3,33,5,1,135,2,2013,11,1,2,,3.802,0,Band 1 – Low,3–5 yrs,26–35,Near (≤10 km),9–12 yrs,High Risk,Below Average,Low,Very Poor,N/A (Still Employed),Female,Married
810,4,6,3,26,17,49,187,1,2016,8,4,2,,3.198,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,High Risk,Needs Improvement,Low,Good,N/A (Still Employed),Female,Divorced
811,4,6,3,33,19,42,74,3,2012,12,3,3,,2.934,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Average,Neutral,Fair,N/A (Still Employed),Female,Single
812,1,1,3,33,17,3,185,4,2020,4,2,1,,3.106,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),3–5 yrs,High Risk,Good,Very Low,Poor,N/A (Still Employed),Male,Married
813,6,3,3,54,2,9,40,2,2016,8,4,2,,2.918,0,Band 1 – Low,0–2 yrs,46–55,Near (≤10 km),6–8 yrs,Medium Risk,Below Average,Low,Good,N/A (Still Employed),Male,Married
814,1,4,3,29,5,16,152,3,2018,6,3,4,,2.282,0,Band 1 – Low,3–5 yrs,26–35,Medium (11–25 km),6–8 yrs,Low Risk,Average,High,Fair,N/A (Still Employed),Male,Married
815,5,1,1,46,16,50,121,5,2010,14,1,2,,3.45,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),12+ yrs,High Risk,Outstanding,Low,Very Poor,N/A (Still Employed),Female,Married
816,2,3,2,24,3,6,176,1,2020,4,2,5,5.0,2.512,0,Band 1 – Low,3–5 yrs,18–25,Near (≤10 km),3–5 yrs,Medium Risk,Needs Improvement,Very High,Poor,Low Dissatisfaction,Non-Binary / Other,Single
817,1,4,3,49,10,18,99,2,2014,10,2,5,1.0,2.636,1,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),9–12 yrs,Medium Risk,Below Average,Very High,Poor,High Dissatisfaction,Female,Single
818,3,3,1,39,18,10,55,4,2010,14,3,1,,3.37,0,Band 4 – High,11–20 yrs,36–45,Near (≤10 km),12+ yrs,High Risk,Good,Very Low,Fair,N/A (Still Employed),Male,Married
819,3,6,1,57,15,41,16,1,2018,6,3,1,,3.632,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),6–8 yrs,High Risk,Needs Improvement,Very Low,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
820,3,5,3,38,6,39,103,1,2022,2,3,4,,2.528,0,Band 1 – Low,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Male,Divorced
821,4,3,1,30,15,1,129,2,2015,9,1,2,,3.702,0,Band 3 – Mid-High,11–20 yrs,26–35,Near (≤10 km),9–12 yrs,High Risk,Below Average,Low,Very Poor,N/A (Still Employed),Female,Married
822,5,5,3,32,4,1,181,1,2024,0,3,1,,3.252,0,Band 1 – Low,3–5 yrs,26–35,Near (≤10 km),0–2 yrs,High Risk,Needs Improvement,Very Low,Fair,N/A (Still Employed),Female,Married
823,3,3,1,59,16,7,98,4,2010,14,4,3,,2.514,0,Band 4 – High,11–20 yrs,55+,Near (≤10 km),12+ yrs,Medium Risk,Good,Neutral,Good,N/A (Still Employed),Male,Single
824,5,4,2,38,18,35,196,2,2024,0,4,1,,2.87,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Medium Risk,Below Average,Very Low,Good,N/A (Still Employed),Female,Single
825,1,5,1,22,8,48,118,3,2019,5,3,2,,2.896,0,Band 2 – Mid-Low,6–10 yrs,18–25,Far (26–50 km),3–5 yrs,Medium Risk,Average,Low,Fair,N/A (Still Employed),Male,Married
826,6,2,1,43,8,22,64,1,2022,2,5,3,,2.294,0,Band 1 – Low,6–10 yrs,36–45,Medium (11–25 km),0–2 yrs,Low Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Male,Divorced
827,4,5,1,51,7,46,167,4,2024,0,5,2,,1.942,0,Band 2 – Mid-Low,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Low Risk,Good,Low,Excellent,N/A (Still Employed),Female,Divorced
828,4,4,3,31,6,6,153,5,2015,9,2,4,,2.262,0,Band 2 – Mid-Low,6–10 yrs,26–35,Near (≤10 km),9–12 yrs,Low Risk,Outstanding,High,Poor,N/A (Still Employed),Male,Single
829,3,5,3,24,3,13,58,4,2024,0,2,2,5.0,2.626,1,Band 1 – Low,3–5 yrs,18–25,Medium (11–25 km),0–2 yrs,Medium Risk,Good,Low,Poor,Low Dissatisfaction,Female,Single
830,2,3,3,31,4,9,107,3,2023,1,5,3,,1.818,0,Band 1 – Low,3–5 yrs,26–35,Near (≤10 km),0–2 yrs,Low Risk,Average,Neutral,Excellent,N/A (Still Employed),Non-Binary / Other,Married
831,2,3,2,42,14,31,105,3,2024,0,5,4,,1.512,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Male,Married
832,6,2,3,60,1,49,55,1,2014,10,4,1,,3.598,0,Band 1 – Low,0–2 yrs,55+,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Very Low,Good,N/A (Still Employed),Female,Single
833,5,5,3,25,6,37,12,5,2022,2,3,2,2.0,2.324,1,Band 2 – Mid-Low,6–10 yrs,18–25,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,Low,Fair,High Dissatisfaction,Male,Married
834,1,3,2,41,11,29,60,1,2022,2,1,2,,3.608,0,Band 2 – Mid-Low,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,High Risk,Needs Improvement,Low,Very Poor,N/A (Still Employed),Female,Single
835,3,5,3,53,13,11,123,3,2019,5,1,5,,2.422,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),3–5 yrs,Medium Risk,Average,Very High,Very Poor,N/A (Still Employed),Female,Married
836,5,1,3,58,9,20,102,4,2013,11,2,2,,3.19,0,Band 3 – Mid-High,6–10 yrs,55+,Medium (11–25 km),9–12 yrs,High Risk,Good,Low,Poor,N/A (Still Employed),Female,Single
837,1,3,2,57,8,22,144,2,2022,2,2,5,,2.244,0,Band 2 – Mid-Low,6–10 yrs,55+,Medium (11–25 km),0–2 yrs,Low Risk,Below Average,Very High,Poor,N/A (Still Employed),Male,Divorced
838,5,5,3,44,9,31,59,2,2010,14,3,3,,3.212,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),12+ yrs,High Risk,Below Average,Neutral,Fair,N/A (Still Employed),Male,Married
839,2,6,3,26,16,10,11,4,2015,9,4,4,,1.97,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),9–12 yrs,Low Risk,Good,High,Good,N/A (Still Employed),Male,Married
840,2,3,3,42,4,16,160,5,2021,3,5,5,,0.932,0,Band 2 – Mid-Low,3–5 yrs,36–45,Medium (11–25 km),3–5 yrs,Low Risk,Outstanding,Very High,Excellent,N/A (Still Employed),Male,Divorced
841,3,6,1,55,5,4,89,4,2023,1,4,3,,1.858,0,Band 2 – Mid-Low,3–5 yrs,46–55,Near (≤10 km),0–2 yrs,Low Risk,Good,Neutral,Good,N/A (Still Employed),Female,Divorced
842,2,1,3,36,18,35,94,5,2019,5,1,2,,2.97,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,High Risk,Outstanding,Low,Very Poor,N/A (Still Employed),Female,Single
843,2,1,3,33,16,45,34,3,2016,8,4,3,,2.49,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Medium Risk,Average,Neutral,Good,N/A (Still Employed),Male,Married
844,6,3,1,55,3,18,104,1,2023,1,4,4,,2.186,0,Band 1 – Low,3–5 yrs,46–55,Medium (11–25 km),0–2 yrs,Low Risk,Needs Improvement,High,Good,N/A (Still Employed),Female,Divorced
845,6,1,3,26,11,41,74,4,2016,8,2,1,3.0,3.382,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,High Risk,Good,Very Low,Poor,Moderate Dissatisfaction,Male,Single
846,2,3,2,54,8,35,138,3,2022,2,3,4,,2.12,0,Band 2 – Mid-Low,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Low Risk,Average,High,Fair,N/A (Still Employed),Female,Divorced
847,3,4,3,32,19,8,13,3,2021,3,5,4,,1.616,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),3–5 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Female,Married
848,3,6,2,48,20,2,165,1,2024,0,5,4,,1.854,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),0–2 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Female,Married
849,5,2,3,56,3,3,79,1,2021,3,4,3,,2.556,0,Band 1 – Low,3–5 yrs,55+,Near (≤10 km),3–5 yrs,Medium Risk,Needs Improvement,Neutral,Good,N/A (Still Employed),Female,Married
850,2,4,1,56,11,7,18,4,2022,2,1,2,,2.964,0,Band 3 – Mid-High,11–20 yrs,55+,Near (≤10 km),0–2 yrs,High Risk,Good,Low,Very Poor,N/A (Still Employed),Male,Married
851,2,1,2,47,13,35,175,4,2010,14,1,4,,3.02,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),12+ yrs,High Risk,Good,High,Very Poor,N/A (Still Employed),Male,Single
852,4,3,3,27,13,19,80,2,2022,2,1,3,,3.088,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,High Risk,Below Average,Neutral,Very Poor,N/A (Still Employed),Male,Single
853,5,4,2,44,18,7,174,3,2011,13,3,5,,2.314,0,Band 4 – High,11–20 yrs,36–45,Near (≤10 km),12+ yrs,Low Risk,Average,Very High,Fair,N/A (Still Employed),Male,Divorced
854,6,5,3,36,14,33,132,2,2018,6,3,1,,3.416,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,High Risk,Below Average,Very Low,Fair,N/A (Still Employed),Female,Married
855,6,5,3,35,8,27,111,4,2016,8,5,4,,1.704,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),6–8 yrs,Low Risk,Good,High,Excellent,N/A (Still Employed),Female,Married
856,3,5,3,43,8,10,21,2,2021,3,3,1,,3.22,0,Band 2 – Mid-Low,6–10 yrs,36–45,Near (≤10 km),3–5 yrs,High Risk,Below Average,Very Low,Fair,N/A (Still Employed),Male,Married
857,1,3,1,43,9,1,188,5,2024,0,4,4,,1.302,0,Band 3 – Mid-High,6–10 yrs,36–45,Near (≤10 km),0–2 yrs,Low Risk,Outstanding,High,Good,N/A (Still Employed),Female,Single
858,1,1,1,45,4,15,190,3,2020,4,3,2,,2.78,0,Band 1 – Low,3–5 yrs,36–45,Medium (11–25 km),3–5 yrs,Medium Risk,Average,Low,Fair,N/A (Still Employed),Male,Married
859,2,3,1,40,10,2,74,5,2014,10,1,2,,3.154,0,Band 3 – Mid-High,6–10 yrs,36–45,Near (≤10 km),9–12 yrs,High Risk,Outstanding,Low,Very Poor,N/A (Still Employed),Male,Single
860,2,1,2,35,3,15,80,5,2023,1,4,1,,2.28,0,Band 2 – Mid-Low,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Outstanding,Very Low,Good,N/A (Still Employed),Female,Divorced
861,5,2,3,55,4,28,170,4,2018,6,2,1,,3.256,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,High Risk,Good,Very Low,Poor,N/A (Still Employed),Female,Divorced
862,4,3,2,52,3,25,24,5,2017,7,1,1,,3.35,0,Band 2 – Mid-Low,3–5 yrs,46–55,Medium (11–25 km),6–8 yrs,High Risk,Outstanding,Very Low,Very Poor,N/A (Still Employed),Non-Binary / Other,Single
863,4,6,3,57,11,10,156,4,2016,8,3,2,,2.77,0,Band 3 – Mid-High,11–20 yrs,55+,Near (≤10 km),6–8 yrs,Medium Risk,Good,Low,Fair,N/A (Still Employed),Male,Married
864,3,2,1,22,19,23,17,1,2019,5,4,4,,2.396,0,Band 4 – High,11–20 yrs,18–25,Medium (11–25 km),3–5 yrs,Medium Risk,Needs Improvement,High,Good,N/A (Still Employed),Female,Married
865,5,3,2,29,7,42,193,1,2021,3,2,1,,3.734,0,Band 1 – Low,6–10 yrs,26–35,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Female,Divorced
866,1,2,3,44,4,19,130,2,2019,5,2,2,,3.288,0,Band 1 – Low,3–5 yrs,36–45,Medium (11–25 km),3–5 yrs,High Risk,Below Average,Low,Poor,N/A (Still Employed),Female,Married
867,4,2,3,50,19,15,165,1,2022,2,5,5,,1.68,0,Band 4 – High,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,Low Risk,Needs Improvement,Very High,Excellent,N/A (Still Employed),Non-Binary / Other,Divorced
868,1,3,3,37,12,44,171,2,2018,6,3,3,,2.838,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Medium Risk,Below Average,Neutral,Fair,N/A (Still Employed),Female,Married
869,5,4,2,37,5,25,126,1,2014,10,5,2,,3.0,0,Band 1 – Low,3–5 yrs,36–45,Medium (11–25 km),9–12 yrs,High Risk,Needs Improvement,Low,Excellent,N/A (Still Employed),Female,Single
870,4,5,2,24,11,44,135,1,2012,12,2,3,,3.588,0,Band 2 – Mid-Low,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Neutral,Poor,N/A (Still Employed),Female,Single
871,6,2,3,42,13,46,54,1,2016,8,5,4,,2.342,0,Band 2 – Mid-Low,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Male,Single
872,2,5,3,46,19,8,131,5,2017,7,1,3,,2.716,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),6–8 yrs,Medium Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Non-Binary / Other,Married
873,4,3,1,29,1,32,175,3,2021,3,4,5,,1.614,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),3–5 yrs,Low Risk,Average,Very High,Good,N/A (Still Employed),Female,Divorced
